"Elnumber";"ProductGroupID";"DescShort";"Grouping";"SupplierNo";"SequenceNo";"HeaderText";"FooterText";"Picture"
"1412301";"63310-X";"Senso Hvit Bryter Innf. 6/1";"Senso Brytere";"975265";"6000";"";"";""
"1412310";"63310-X";"Senso Hvit Bryter Innf. 6/6 Dobb. Vekselv.";"Senso Brytere";"975265";"7000";"";"";""
"1412307";"63310-X";"Senso Hvit Bryter Innf. 7 Kryssvender";"Senso Brytere";"975265";"8000";"";"";""
"1412304";"63310-X";"Senso Hvit Bryter Innf. 1+1+1";"Senso Brytere";"975265";"9000";"";"";""
"1412303";"63310-X";"Senso Hvit Bryter Innf. 2+1 -Pol";"Senso Brytere";"975265";"10000";"";"";""
"1412309";"63310-X";"Senso Hvit Bryter Innf. Markisevend.";"Senso Brytere";"975265";"11000";"";"";""
"1412311";"63310-X";"Senso Hvit Bryter Innf.Hotellkortbr.";"Senso Brytere";"975265";"12000";"";"";""
"1412312";"63310-X";"Senso Hvit Imp.Bryter Innf.6/1 M/Lampe";"Senso Brytere";"975265";"13000";"";"";""
"1412313";"63310-X";"Senso Hvit Imp.Bryter Innf.6/1";"Senso Brytere";"975265";"14000";"";"";""
"1412314";"63310-X";"Senso Hvit Bryter Innf. 2-Pol Kontr.";"Senso Brytere";"975265";"15000";"";"";""
"1412315";"63310-X";"Senso Hvit Bryter Innf. 6/1 Kontr.";"Senso Brytere";"975265";"16000";"";"";""
"1412316";"63310-X";"Senso Hvit Mark.lys Senso Hvit 12,24,48,230V";"Senso Brytere";"975265";"17000";"";"";""
"1412317";"63310-X";"Senso Hvit Mark.lys Rød 12,24,48,230V";"Senso Brytere";"975265";"18000";"";"";""
"1412318";"63310-X";"Senso Hvit Mark.lys Grønn 12,24,48,230V";"Senso Brytere";"975265";"19000";"";"";""
"1412319";"63310-X";"Senso Hvit Mark.lys Gul 12,24,48,230V";"Senso Brytere";"975265";"20000";"";"";""
"1412385";"63310-X";"Senso Hvit Påveggsk.Enkel Lav";"Kapper for påveggsmontering";"975265";"22000";"";"";""
"1412386";"63310-X";"Senso Hvit Påveggsk.Enkel Høy";"Kapper for påveggsmontering";"975265";"23000";"";"";""
"1412387";"63310-X";"Senso Hvit Påveggsk.Dobbel Lav";"Kapper for påveggsmontering";"975265";"24000";"";"";""
"1412388";"63310-X";"Senso Hvit Påveggsk.Dobbel Høy";"Kapper for påveggsmontering";"975265";"25000";"";"";""
"1412320";"63310-X";"Senso Hvit Brytervipp M/Linse";"Tilbehør";"975265";"27000";"";"";""
"1412321";"63310-X";"Senso Hvit Sentralskive m/ Nøkkelsymbol";"Tilbehør";"975265";"28000";"";"";""
"1412322";"63310-X";"Senso Hvit Sentralskive m/ Klokkesymbol";"Tilbehør";"975265";"29000";"";"";""
"1412323";"63310-X";"Impulsfjær Til Brytervipp";"Tilbehør";"975265";"30000";"";"";""
"1412331";"63310-X";"Komb.ramme 1 Hull";"Kombinasjonsrammer eksl. Gavler";"975265";"32000";"";"";""
"1412332";"63310-X";"Komb.ramme 2 Hull m/ 1 Hvit F.Strips";"Kombinasjonsrammer eksl. Gavler";"975265";"33000";"";"";""
"1412333";"63310-X";"Komb.ramme 3 Hull m/ 2 Hvite F.Strips";"Kombinasjonsrammer eksl. Gavler";"975265";"34000";"";"";""
"1412334";"63310-X";"Komb.ramme 4 Hull m/ 3 Hvite F.Strips";"Kombinasjonsrammer eksl. Gavler";"975265";"35000";"";"";""
"1412335";"63310-X";"Komb.ramme 5 Hull m/ 4 Hvite F.Strips";"Kombinasjonsrammer eksl. Gavler";"975265";"36000";"";"";""
"1412340";"63310-X";"Gavler  Hvite";"Gavler (2 stk.pr. El.nr.)";"975265";"38000";"";"";""
"1412341";"63310-X";"Gavler  Senso L.grå";"Gavler (2 stk.pr. El.nr.)";"975265";"39000";"";"";""
"1412342";"63310-X";"Gavler  Mørkgrå";"Gavler (2 stk.pr. El.nr.)";"975265";"40000";"";"";""
"1412347";"63310-X";"Gavler  Gråblå";"Gavler (2 stk.pr. El.nr.)";"975265";"41000";"";"";""
"1412350";"63310-X";"Gavler  Alu.Metallic";"Gavler (2 stk.pr. El.nr.)";"975265";"42000";"";"";""
"1412351";"63310-X";"Gavler  Krom";"Gavler (2 stk.pr. El.nr.)";"975265";"43000";"";"";""
"1412352";"63310-X";"Gavler  Gull";"Gavler (2 stk.pr. El.nr.)";"975265";"44000";"";"";""
"1412360";"63310-X";"Fargestrips Hvit";"Dekorstriper";"975265";"46000";"";"";""
"1412361";"63310-X";"Fargestrips Senso L.grå";"Dekorstriper";"975265";"47000";"";"";""
"1412362";"63310-X";"Fargestrips Mørkgrå";"Dekorstriper";"975265";"48000";"";"";""
"1412367";"63310-X";"Fargestrips Gråblå";"Dekorstriper";"975265";"49000";"";"";""
"1412370";"63310-X";"Fargestrips Alu.Metallik";"Dekorstriper";"975265";"50000";"";"";""
"1412371";"63310-X";"Fargestrips Krom";"Dekorstriper";"975265";"51000";"";"";""
"1412372";"63310-X";"Fargestrips Gull";"Dekorstriper";"975265";"52000";"";"";""
"1412701";"59885-X";"Bryter 1-pol/vekselvender innf.";"";"975265";"2000";"";"";""
"1412702";"59885-X";"Bryter 2-pol innf.";"";"975265";"3000";"";"";"hlr-system/Print/GRUPPE14/1412702.eps"
"1412703";"59885-X";"Bryter 1-pol+2-pol innf.";"";"975265";"4000";"";"";""
"1412704";"59885-X";"Bryter 1-polx3 innf.";"";"975265";"5000";"";"";""
"1412705";"59885-X";"Bryter Serievender innf.";"";"975265";"6000";"";"";"hlr-system/Print/GRUPPE14/1412705.eps"
"1412707";"59885-X";"Bryter Kryssvender innf.";"";"975265";"7000";"";"";""
"1412708";"59885-X";"Bryter 3-pol";"";"975265";"8000";"";"";""
"1412716";"59885-X";"Bryter Dobbel endevender";"";"975265";"9000";"";"";""
"1412713";"59885-X";"Bryter 2-pol endevender";"";"975265";"10000";"";"";""
"1412724";"59885-X";"Markisevender";"";"975265";"11000";"";"";""
"1412719";"59885-X";"Bryter 1-pol m/kontrollys";"";"975265";"12000";"";"";""
"1412721";"59885-X";"Bryter 2-pol m/kontrollys";"";"975265";"13000";"";"";""
"1413830";"59885-X";"Klokke";"Vippestykker m/symbol";"975265";"15000";"";"";"hlr-system/Print/GRUPPE14/1413830.eps"
"1413831";"59885-X";"Nøkkel";"Vippestykker m/symbol";"975265";"16000";"";"";""
"1413832";"59885-X";"Lampe";"Vippestykker m/symbol";"975265";"17000";"";"";""
"1412718";"59885-X";"Markeringslys rød";"Vippestykker m/symbol";"975265";"18000";"";"";""
"1412720";"59885-X";"Markeringslys grønn";"Vippestykker m/symbol";"975265";"19000";"";"";""
"1412722";"59885-X";"Markeringslys gul";"Vippestykker m/symbol";"975265";"20000";"";"";""
"1413825";"59885-X";"Impulsfjær";"Vippestykker m/symbol";"975265";"21000";"";"";""
"1414101";"59886-X";"Kombinasjonsr.1-innsats";"";"975265";"2000";"";"";""
"1414102";"59886-X";"Kombinasjonsr.2-innsats";"";"975265";"3000";"";"";""
"1414103";"59886-X";"Kombinasjonsr.3-innsats";"";"975265";"4000";"";"";""
"1414104";"59886-X";"Kombinasjonsr.4-innsats";"";"975265";"5000";"";"";""
"1414105";"59886-X";"Kombinasjonsr.5-innsats";"";"975265";"6000";"";"";""
"6950130";"59886-X";"Blindplate Artic";"";"975265";"7000";"";"";"hlr-system/Print/GRUPPE14/6950130.eps"
"1412912";"17756-X";"Urbryter 2-pol 15min-8t Artic   AT 10A";"";"975265";"2000";"<b>Type</b>";"";"hlr-system/Print/GRUPPE14/1412912.eps"
"1412914";"17756-X";"Urbryter justerbar 0-16timer, 2-pol .CDOK 16A";"";"975265";"4000";"";"";""
"1412915";"17756-X";"Urbryter justerbar 0-16timer, 2-pol.CDOKS  m/ledning 16A";"";"975265";"5000";"";"";""
"1412801";"17764-X";"Bryter 1-pol/ vekselvender påvegg m/ hurtigkl.";" Artic påveggsbryter med hurtigklemmer. 16A, 250V";"975265";"3000";"";"";""
"1412802";"17764-X";"Bryter 2-pol påvegg m/ hurtigkl.";" Artic påveggsbryter med hurtigklemmer. 16A, 250V";"";"4000";"";"";""
"1412803";"17764-X";"Bryter 1+2-pol påvegg m/ hurtigkl.";" Artic påveggsbryter med hurtigklemmer. 16A, 250V";"975265";"5000";"";"";""
"1412804";"17764-X";"Bryter 1+1+1-pol påvegg m/ hurtigkl.";" Artic påveggsbryter med hurtigklemmer. 16A, 250V";"975265";"6000";"";"";""
"1412805";"17764-X";"Kronevender  påvegg m/ hurtigkl.";" Artic påveggsbryter med hurtigklemmer. 16A, 250V";"975265";"7000";"";"";""
"1412807";"17764-X";"Mellomvender påvegg m/ hurtigkl.";" Artic påveggsbryter med hurtigklemmer. 16A, 250V";"975265";"8000";"";"";""
"1412816";"17764-X";"Vekselvender dobbel påvegg m/ hurtigkl.";" Artic påveggsbryter med hurtigklemmer. 16A, 250V";"975265";"9000";"";"";""
"1412819";"17764-X";"Bryter 1-pol/ vekselvender påvegg m/ hurtigkl.";" Artic påveggsbryter med hurtigklemmer. 16A, 250V";"975265";"10000";"";"";""
"1412821";"17764-X";"Bryter 2-pol påvegg m/ kontr.lampe og hurtigkl.";" Artic påveggsbryter med hurtigklemmer. 16A, 250V";"975265";"11000";"";"";""
"1413701";"17764-X";"Bryter 1-pol/ vekselvender påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"15000";"";"";"hlr-system/Print/GRUPPE14/1413701.eps"
"1413702";"17764-X";"Bryter 2-pol påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"16000";"";"";""
"1413703";"17764-X";"Bryter 1+2-pol påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"17000";"";"";"hlr-system/Print/GRUPPE14/1413703.eps"
"1413704";"17764-X";"Bryter 1+1+1-pol påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"18000";"";"";"hlr-system/Print/GRUPPE14/1413704.eps"
"1413705";"17764-X";"Kronevender  påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"19000";"";"Bruk bryter 6/1  14 137 01";""
"1413707";"17764-X";"Mellomvender påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"21000";"";"";""
"1413708";"17764-X";"Bryter 3-pol påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"22000";"";"";""
"1413713";"17764-X";"Vekselvender 2-pol påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"23000";"";"";""
"1413716";"17764-X";"Vekselvender dobbel påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"24000";"";"";""
"1413719";"17764-X";"Bryter 1-pol/ vekselvender m/ kont.lampe påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"25000";"";"";""
"1413721";"17764-X";"Bryter 2-pol  m/ kont.lampe påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"26000";"";"";""
"1413724";"17764-X";"Markisevender   påvegg";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"27000";"";"";""
"1413825";"17764-X";"Impulsfjær";" Artic  påveggsbryter med skruklemmer. 16A, 250V";"975265";"28000";"";"";""
"1413001";"64370-X";"Bryter 6/1-Pol (1/6) Hvit";"";"975265";"2000";"";"";""
"1413011";"64370-X";"Bryter 6/1-Pol (1/6) Antrasitt";"";"975265";"3000";"";"";""
"1413021";"64370-X";"Bryter 6/1-Pol (1/6) Metall";"";"975265";"4000";"";"";""
"1413002";"64370-X";"Bryter 2-Pol Hvit";"";"975265";"6000";"";"";""
"1413012";"64370-X";"Bryter 2-Pol Antrasitt";"";"975265";"7000";"";"";""
"1413022";"64370-X";"Bryter 2-Pol Metall";"";"975265";"8000";"";"";""
"1413005";"64370-X";"Kronevender (5) Hvit";"";"975265";"10000";"";"";""
"1413015";"64370-X";"Kronevender (5) Antrasitt";"";"975265";"11000";"";"";""
"1413025";"64370-X";"Kronevender (5) Metall";"";"975265";"12000";"";"";""
"1413036";"64371-X";"Transistor dimmer 315 W (CR) Hvit";"";"975265";"2000";"";"";""
"1413037";"64371-X";"Transistor dimmer 315 W (CR) Antrasitt";"";"975265";"3000";"";"";""
"1413038";"64371-X";"Transistor dimmer 315 W (CR) Metall";"";"975265";"4000";"";"";""
"1413071";"64372-X";"Enkel ramme glass/antrasitt";"";"975265";"2000";"";"";""
"1413061";"64372-X";"Enkel ramme glass/hvit";"";"975265";"3000";"";"";""
"1413051";"64372-X";"Enkel ramme stål";"";"975265";"4000";"";"";""
"1413072";"64372-X";"Dobbel ramme glass/antrasitt";"";"975265";"6000";"";"";""
"1413062";"64372-X";"Dobbel ramme glass/hvit";"";"975265";"7000";"";"";""
"1413052";"64372-X";"Dobbel ramme stål";"";"975265";"8000";"";"";""
"1413073";"64372-X";"Trippel ramme glass/antrasitt";"";"975265";"10000";"";"";""
"1413063";"64372-X";"Trippel ramme glass/hvit";"";"975265";"11000";"";"";""
"1413053";"64372-X";"Trippel ramme stål";"";"975265";"12000";"";"";""
"1412826";"64361-X";"Renova Bryter 2-pol Vipp sort";"Brytere 16A, innfelt";"975265";"4000";"";"";""
"1412828";"64361-X";"Renova Kronevender (5) Vipp sort";"Brytere 16A, innfelt";"975265";"5000";"";"";""
"1412832";"64361-X";"Renova Bryter 6/ 1-pol Vipp sort";"Brytere 16A, innfelt";"975265";"6000";"";"";""
"1412836";"64361-X";"Renova Bryter 6+6 dobbel endevender Vipp sort";"Brytere 16A, innfelt";"975265";"7000";"";"";""
"1412838";"64361-X";"Renova Bryter Mellomvender (7) Vipp sort";"Brytere 16A, innfelt";"975265";"8000";"";"";""
"1412897";"64361-X";"Renova Bryter 2-pol Vipp hvit";"Brytere 16A, innfelt";"975265";"9000";"";"";""
"1412898";"64361-X";"Renova Kronevender (5) Vipp hvit";"Brytere 16A, innfelt";"975265";"10000";"";"";""
"1413730";"64361-X";"Renova Bryter 6/ 1-pol Vipp hvit";"Brytere 16A, innfelt";"975265";"11000";"";"";""
"1413732";"64361-X";"Renova Bryter 6+6 dobbel endevender Vipp hvit";"Brytere 16A, innfelt";"975265";"12000";"";"";""
"1413733";"64361-X";"Renova Bryter Mellomvender (7) Vipp hvit";"Brytere 16A, innfelt";"975265";"13000";"";"";""
"1412834";"64361-X";"Renova Bryter 6/ 1-pol Vri sort";"Brytere 16A, innfelt";"975265";"14000";"";"";""
"1413731";"64361-X";"Renova Bryter 6/ 1-pol Vri hvit";"Brytere 16A, innfelt";"975265";"15000";"";"";""
"1471047";"64361-X";"Renova dimmer  glødelampe 300W sort";"Dimmere";"975265";"17000";"";"";""
"1471049";"64361-X";"Renova dimmer  glødelampe 600W sort";"Dimmere";"975265";"18000";"";"";""
"1471059";"64361-X";"Renova dimmer  glødelampe 300W hvit";"Dimmere";"975265";"19000";"";"";""
"1471060";"64361-X";"Renova dimmer  glødelampe 600W hvit";"Dimmere";"975265";"20000";"";"";""
"1471061";"64361-X";"Renova dimmer Universal 450VA hvit";"Dimmere";"975265";"21000";"";"";""
"1412866";"64361-X";"Renova Ramme lav 1-F    hvit";"Påveggskapper for påvegg montering";"975265";"25000";"Lav kappe for brytere, lampeuttak og tele/data
Høy ramme for dimmere enkel stikk, timere  etc.";"";""
"1412867";"64361-X";"Renova Ramme lav 1-F   sort";"Påveggskapper for påvegg montering";"975265";"26000";"";"";""
"1412868";"64361-X";"Renova Ramme høy  hvit";"Påveggskapper for påvegg montering";"975265";"27000";"";"";""
"1412869";"64361-X";"Renova Ramme høy  sort";"Påveggskapper for påvegg montering";"975265";"28000";"";"";""
"1412845";"64361-X";"Renova enkel ramme hvit";"Kombinasjonsrammer";"975265";"30000";"";"";""
"1412846";"64361-X";"Renova enkel ramme sort";"Kombinasjonsrammer";"975265";"31000";"";"";""
"1412848";"64361-X";"Renova ytter ramme hvit";"Kombinasjonsrammer";"975265";"32000";"";"";""
"1412849";"64361-X";"Renova ytter ramme sort";"Kombinasjonsrammer";"975265";"33000";"";"";""
"1412851";"64361-X";"Renova midt ramme  hvit";"Kombinasjonsrammer";"975265";"34000";"";"";""
"1412852";"64361-X";"Renova midt ramme sort";"Kombinasjonsrammer";"975265";"35000";"";"";""
"1238516";"64361-X";"Renova Koblingsboks  m/ kl. sort";"Koblingsboks";"975265";"37000";"";"";""
"1238517";"64361-X";"Renova Koblingsboks  m/ kl. hvit";"Koblingsboks";"975265";"38000";"";"";""
"1414530";"17833-X";"106/1";"";"949210";"2000";"";"";"hlr-system/Print/GRUPPE14/1414530.eps"
"1414531";"17833-X";"106/2";"";"949210";"3000";"";"";""
"1414532";"17833-X";"106/6";"";"949210";"4000";"";"";""
"1414533";"17833-X";"106/5";"";"949210";"5000";"";"";""
"1414534";"17833-X";"106/6/6";"";"949210";"6000";"";"";""
"1414535";"17833-X";"106/7";"";"949210";"7000";"";"";""
"1414536";"17833-X";"146/6";"";"949210";"8000";"";"";""
"1414537";"17833-X";"106/2 UK";"";"949210";"9000";"";"";"hlr-system/Print/GRUPPE14/1414537.eps"
"1414538";"17833-X";"2020/4";"";"949210";"10000";"";"";""
"1414539";"17833-X";"106/2/1";"";"949210";"11000";"";"";"hlr-system/Print/GRUPPE14/1414539.eps"
"1414540";"17833-X";"106/3/1";"";"949210";"12000";"";"";"hlr-system/Print/GRUPPE14/1414540.eps"
"1415807";"17833-X";"8371";"";"949210";"13000";"";"";""
"1415600";"17851-X";"2511 1 hull";"";"949210";"2000";"";"";"hlr-system/Print/GRUPPE14/1415600.eps"
"1415601";"17851-X";"2512 2 hull";"";"949210";"3000";"";"";""
"1415602";"17851-X";"2513 3 hull";"";"949210";"4000";"";"";""
"1415603";"17851-X";"2514 4 hull";"";"949210";"5000";"";"";""
"1415604";"17851-X";"2515 5 hull";"";"949210";"6000";"";"";""
"1415612";"17851-X";"2538 Blindplate";"";"949210";"7000";"";"";"hlr-system/Print/GRUPPE14/1415612.eps"
"6943628";"17851-X";"Modularplate";"";"949210";"8000";"";"";""
"6943617";"17851-X";"1814.1 Brakett for modularplate for keystone";"";"949210";"9000";"";"";""
"1414541";"64113-X";"JUSSI 106/1 A 1-POL";"";"949210";"2000";"";"";""
"1414542";"64113-X";"JUSSI 106/2 A 2-POL";"";"949210";"3000";"";"";""
"1414544";"64113-X";"JUSSI 106/6 A ENDEVENDER";"";"949210";"4000";"";"";""
"1414547";"64113-X";"JUSSI 146/6 A IMPULS";"";"949210";"5000";"";"";""
"1414552";"17858-X";"106/2 AX 2-pol. hurtigkobling";"";"949210";"2000";"";"";""
"1414555";"17858-X";"106/2 AGL med glimlampe og symbol 2-pol. hurtigkobling";"";"949210";"3000";"";"";""
"1415327";"17864-X";"2610/6 AP";"";"949210";"2000";"";"";"hlr-system/Print/GRUPPE14/1415327.eps"
"1415532";"60038-X";"Ramme vertikal 1 hull";"";"949210";"200";"";"";""
"1415535";"60038-X";"Ramme vertikal 2 hull";"";"949210";"300";"";"";"hlr-system/Print/GRUPPE14/1415535.eps"
"1415538";"60038-X";"Ramme vertikal 3 hull";"";"949210";"400";"";"";""
"1415550";"60038-X";"Ramme vertikal 4 hull";"";"949210";"500";"";"";""
"1415556";"60038-X";"Ramme horisontal 2 hull";"";"949210";"700";"";"";"hlr-system/Print/GRUPPE14/1415556.eps"
"1415559";"60038-X";"Ramme horisontal 3 hull";"";"949210";"800";"";"";""
"1415568";"60038-X";"Brytervipp 1-pol. Imp, ende-/mellomvender";"";"949210";"1000";"";"";"hlr-system/Print/GRUPPE14/1415568.eps"
"1415586";"60038-X";"C-skive + dimmerknapp";"";"949210";"1100";"";"";""
"1415583";"60038-X";"Kjøleplate for dimmer 2225 og 6512";"";"949210";"1200";"";"";""
"1415596";"60038-X";"Blindplate";"";"949210";"1300";"";"";""
"1517880";"60038-X";"Høyttaleruttak";"";"949210";"1400";"";"";""
"1517877";"60038-X";"R/TV + Sat. Deksel";"";"949210";"1500";"";"";"hlr-system/Print/GRUPPE14/1517877.eps"
"1517910";"60038-X";"R/TV deksel";"";"949210";"1600";"";"";""
"1471255";"60038-X";"Enkel påveggkappe";"";"949210";"1800";"";"";""
"1471256";"60038-X";"Dobbel påveggkappe";"";"949210";"1900";"";"";""
"1471257";"60038-X";"Trippel påveggkappe";"";"949210";"2000";"";"";""
"1415531";"60039-X";"Ramme vertikal 1 hull";"";"949210";"200";"";"";""
"1415534";"60039-X";"Ramme vertikal 2 hull";"";"949210";"300";"";"";""
"1415537";"60039-X";"Ramme vertikal 3 hull";"";"949210";"400";"";"";""
"1415555";"60039-X";"Ramme horisontal 2 hull";"";"949210";"600";"";"";""
"1415567";"60039-X";"Brytervipp 1-pol. Imp, ende-/mellomvender";"";"949210";"800";"";"";""
"1415573";"60039-X";"Brytervipp 2-pol.";"";"949210";"900";"";"";""
"1415520";"60039-X";"Brytervipp 3 x 1-pol.";"";"949210";"1000";"";"";""
"1415576";"60039-X";"Brytervipp krone, dobbel endevender";"";"949210";"1100";"";"";"hlr-system/Print/GRUPPE14/1415576.eps"
"1415585";"60039-X";"C-skive + dimmerknapp";"";"949210";"1200";"";"";"hlr-system/Print/GRUPPE14/1415585.eps"
"1415582";"60039-X";"Kjøleplate for dimmer 2225 og 6512";"";"949210";"1300";"";"";""
"1415595";"60039-X";"Blindplate";"";"949210";"1400";"";"";"hlr-system/Print/GRUPPE14/1415595.eps"
"1517879";"60039-X";"Høyttaleruttak";"";"949210";"1500";"";"";""
"1517876";"60039-X";"R/TV deksel";"";"949210";"1600";"";"";""
"1416100";"60040-X";"Ramme vertikal 1 hull";"";"949210";"300";"";"";"hlr-system/Print/GRUPPE14/1416100.eps"
"1416101";"60040-X";"Ramme vertikal 2 hull";"";"949210";"400";"";"";""
"1416109";"60040-X";"Brytervipp 1-pol. Imp, ende-/mellomvender";"";"949210";"600";"";"";""
"1416110";"60040-X";"Brytervipp 2-pol.";"";"949210";"700";"";"";""
"1416119";"60040-X";"C-skive + dimmerknapp";"";"949210";"800";"";"";""
"1416123";"60040-X";"Blindplate";"";"949210";"900";"";"";""
"1517884";"60040-X";"R/TV deksel";"";"949210";"1000";"";"";""
"1419316";"17868-X";"VTBR-44-2";"";"975265";"2000";"";"";""
"1401606";"64138-X";"KRONEVENDER STÅL";"";"948535";"2000";"";"";"hlr-system/Print/GRUPPE14/1401606.eps"
"1401607";"64138-X";"BRYTER 1-POL/ENDEVENDER STÅL";"";"948535";"3000";"";"";"hlr-system/Print/GRUPPE14/1401607.eps"
"1401608";"64138-X";"MELLOMVENDER STÅL";"";"948535";"4000";"";"";""
"1401609";"64138-X";"ENDEVENDER DOBBEL STÅL";"";"948535";"5000";"";"";""
"1401610";"64138-X";"BRYTER 2-POL STÅL";"";"948535";"6000";"";"";""
"1401611";"64138-X";"IMPULSBRYTER 4-DOBBEL STÅL";"";"948535";"7000";"";"";""
"1401612";"64138-X";"IMPULSBRYTER ENKEL STÅL";"";"948535";"8000";"";"";""
"1401613";"64138-X";"IMPULSBRYTER DOBBEL STÅL";"";"948535";"9000";"";"";""
"1401614";"64138-X";"MARKISEBRYTER STÅL";"";"948535";"10000";"";"";""
"1420290";"64138-X";"MELLOMRAMME SYSTEM 55 TIL STÅL";"";"948535";"11000";"";"";""
"1420327";"64138-X";"BLINDPLATE STÅL";"";"948535";"12000";"";"";""
"1420159";"64138-X";"1-H RAMME 21 STÅL";"";"948535";"13000";"";"";""
"1420169";"64138-X";"2-H RAMME 21 STÅL";"";"948535";"14000";"";"";""
"1420179";"64138-X";"3-H RAMME 21 STÅL";"";"948535";"15000";"";"";""
"1401615";"64139-X";"DIMMER UNIVERSAL TOUCH 420W STÅL";"";"948535";"2000";"";"";"hlr-system/Print/GRUPPE14/1401615.eps"
"1401616";"64139-X";"DIMMER TRONIC 525W STÅL";"";"948535";"3000";"";"";""
"1401617";"64139-X";"DIMMER TRONIC 360W STÅL";"";"948535";"4000";"";"";"hlr-system/Print/GRUPPE14/1401617.eps"
"1401618";"64139-X";"DIMMER 1-10V POTMETER STÅL";"";"948535";"5000";"";"";""
"1401620";"64139-X";"HASTIGHETSREGULATOR 0,1-2,3A STÅL";"";"948535";"7000";"";"";""
"1401630";"64140-X";"BEV.MELDER STD. 2,2M RELE STÅL";"";"948535";"2000";"";"";""
"1401631";"64140-X";"BEV.MELDER STD. 1,1M RELE STÅL";"";"948535";"3000";"";"";"hlr-system/Print/GRUPPE14/1401631.eps"
"1401632";"64140-X";"BEV.MELDER KOMF 1,1M RELE STÅL";"";"948535";"4000";"";"";""
"1401633";"64140-X";"BEV.MELDER KOMF 2,2M RELE STÅL";"";"948535";"5000";"";"";""
"1424101";"17873-X";"Elko 1102 polarhvit";"";"938211";"2000";"";"";"hlr-system/Print/GRUPPE14/1424101.eps"
"1424102";"17873-X";"Elko 1102 transparent";"";"938211";"3000";"";"";""
"1424103";"17873-X";"Elko 1102 brun";"";"938211";"4000";"";"";""
"1424104";"17873-X";"Elko 1102 bronse";"";"938211";"5000";"";"";""
"1424221";"17878-X";"468/8 med kort stamme hvit";"";"937827";"2000";"";"";"hlr-system/Print/GRUPPE14/1424221.eps"
"1424222";"17878-X";"468/12 med lang stamme hvit";"";"937827";"3000";"";"";""
"1429701";"17882-X";"E 221-10 Bryter";"";"972827";"2000";"";"";"hlr-system/Print/GRUPPE14/1429701.eps"
"1429703";"17882-X";"E 221-10x Bryter";"";"972827";"3000";"";"";""
"1429706";"17882-X";"E 221-20x Bryter";"";"972827";"4000";"";"";""
"1429709";"17882-X";"E 221-40 Bryter";"";"972827";"5000";"";"";""
"1429713";"17882-X";"E 221-4 Gruppevender 1-polet";"";"972827";"6000";"";"";""
"1429715";"17882-X";"E 222-10 Bryter";"";"972827";"8000";"";"";""
"1429715";"17882-X";"E 222-10  Bryter";"";"972827";"9000";"";"";""
"1429717";"17882-X";"E 222-20 Bryter";"";"972827";"10000";"";"";""
"1429719";"17882-X";"E 222-30 Bryter";"";"972827";"11000";"";"";""
"1429721";"17882-X";"E 222-40 Bryter";"";"972827";"12000";"";"";""
"1425400";"17895-X";"Modulær Lastbryter,E201 / 16A";"1-polet";"972827";"3000";"";"";""
"1425401";"17895-X";"Modulær Lastbryter,E201 / 25A";"1-polet";"972827";"4000";"";"";""
"1425407";"17895-X";"Modulær Lastbryter,E202 / 25A";"2-polet";"972827";"6000";"";"";""
"1425408";"17895-X";"Modulær Lastbryter,E202 / 32A";"2-polet";"972827";"7000";"";"";""
"1425410";"17895-X";"Modulær Lastbryter,E202 / 45A";"2-polet";"972827";"8000";"";"";""
"1425409";"17895-X";"Modulær Lastbryter,E202 / 40A";"2-polet";"972827";"9000";"";"";""
"1424324";"17895-X";"Modulær Lastbryter,E 202 / 63A";"2-polet";"972827";"10000";"";"";""
"1424325";"17895-X";"Modulær Lastbryter,E 202 / 80A";"2-polet";"972827";"11000";"";"";""
"1424326";"17895-X";"Modulær Lastbryter,E 202 / 100A";"2-polet";"972827";"12000";"";"";""
"1424328";"17895-X";"Modulær Lastbryter,E 203 / 63A";"3-polet";"972827";"14000";"";"";""
"1424329";"17895-X";"Modulær Lastbryter,E 203 / 80A";"3-polet";"972827";"15000";"";"";""
"1424330";"17895-X";"Modulær Lastbryter,E 203 / 100A";"3-polet";"972827";"16000";"";"";""
"1424331";"17895-X";"Modulær Lastbryter,E 203 / 125A";"3-polet";"972827";"17000";"";"";""
"1425419";"17895-X";"Modulær Lastbryter,E204 / 40A";"4-polet";"972827";"19000";"";"";""
"1425420";"17895-X";"Modulær Lastbryter,E204 / 45A";"4-polet";"972827";"20000";"";"";""
"1424332";"17895-X";"Modulær Lastbryter,E 204 / 63A";"4-polet";"972827";"21000";"";"";""
